"GEO","PPS2002","EURO2002","HOUR2002","PPS2006","EURO2006","HOUR2006","PPS2010","EURO2010","HOUR2010","PPS2014","EURO2014","HOUR2014"
"Austria",NA,NA,NA,1892,1989,136,1255,1385,118,1151,1218,83
"Belgium",NA,NA,NA,1272,1379,117,1536,1705,116,1905,2071,124
"Bulgaria",244,99,178,360,137,170,499,222,159,605,290,175
"Croatia",NA,NA,NA,NA,NA,NA,1253,882,169,NA,NA,NA
"Cyprus",NA,NA,NA,1287,1948,176,1888,1677,168,1981,1784,176
"Czech Rep.",666,345,164,844,513,165,973,705,172,1048,667,173
"Denmark",NA,NA,NA,2493,3419,174,2472,3377,135,2520,3506,136
"Estonia",NA,NA,NA,483,308,160,626,430,159,735,556,167
"Finland",NA,NA,NA,1456,1698,141,1670,1995,152,1828,2236,152
"France",NA,NA,NA,1432,1587,138,1496,1681,134,1771,1907,141
"Germany",NA,NA,NA,1275,1311,93,1111,1160,92,1030,1045,84
"Greece",NA,NA,NA,1790,1537,187,1825,1679,169,NA,NA,NA
"Hungary",541,290,177,709,423,166,810,484,150,857,493,168
"Iceland",NA,NA,NA,NA,NA,NA,1606,1716,172,2190,2585,185
"Ireland",1586,1870,132,1759,2127,150,2125,2349,141,2071,2532,121
"Italy",NA,NA,NA,1913,1957,146,1830,1873,151,1352,1392,149
"Latvia",NA,NA,NA,445,256,168,404,367,155,685,480,164
"Lithuania",337,166,160,486,263,162,577,341,157,604,379,158
"Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Macedonia",NA,NA,NA,NA,NA,NA,1019,395,169,891,414,184
"Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,1670,1350,170
"Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,1118,620,183
"Netherlands",1156,1179,87,1377,1467,116,1476,1644,106,1751,1923,116
"Norway",NA,NA,NA,2079,2756,144,1933,2854,129,2108,3088,131
"Poland",814,481,186,744,432,147,842,503,151,1196,668,175
"Portugal",NA,NA,NA,855,694,156,834,692,164,967,788,170
"Romania",357,147,185,567,283,183,580,287,167,645,343,183
"Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,901,454,183
"Slovakia",463,201,167,477,325,157,783,524,154,842,571,158
"Slovenia",NA,NA,NA,1186,885,176,1348,1134,146,1373,1121,170
"Spain",1562,1332,173,1561,1410,147,1527,1436,134,1637,1511,149
"Sweden",NA,NA,NA,1649,1987,158,1791,2215,160,2139,2685,162
"Switzerland",NA,NA,NA,NA,NA,NA,2860,4102,152,2316,3447,119
"Turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,681,408,178
"United Kingdom",1597,1834,148,1841,2078,147,1486,1571,135,1476,1793,131
